VGNKennung;VAGKennung;Haltestellenname;Ort;longitude;latitude;GlobalID;Betriebszweig;Dataprovider
441;DUTT;Dutzendteich;Nürnberg;110656354;492608250;de:9564:441:12:12;T;VAG
441;DUTT;Dutzendteich;Nürnberg;110654853;492609866;de:9564:441:12:13;T;VAG
442;SCRL;Scheurlstr.;Nürnberg;110519910;492639213;de:9564:442:12:11;T;VAG
442;SCRL;Scheurlstr.;Nürnberg;110520950;492642478;de:9564:442:12:12;T;VAG
442;SCRL;Scheurlstraße;Nürnberg;110519910;492639213;de:9564:442:13:1;B;VAG
442;SCRL;Scheurlstraße;Nürnberg;110520950;492642478;de:9564:442:13:2;B;VAG
443;LUIT;Luitpoldhain;Nürnberg;110630985;492611994;de:9564:443:12:11;T;VAG
443;LUIT;Luitpoldhain;Nürnberg;110630711;492611587;de:9564:443:12:12;T;VAG
443;LUIT;Luitpoldhain;Nürnberg;110630038;492611140;de:9564:443:13:BuDok;B;VAG
443;LUIT;Luitpoldhain;Nürnberg;110634041;492612030;de:9564:443:13:BuMei;B;VAG
444;MSH;Meistersingerhalle;Nürnberg;110621627;492617004;de:9564:444:13:1;B;VAG
444;MSH;Meistersingerhalle;Nürnberg;110620085;492618762;de:9564:444:13:2;B;VAG
444;MSH;Meistersingerhalle;Nürnberg;110624264;492615865;de:9564:444:13:3;B;VAG
444;MSH;Meistersingerhalle;Nürnberg;110621627;492617004;de:9564:444:13:4;B;VAG
444;MSH;Meistersingerhalle;Nürnberg;110621627;492617004;de:9564:444:13:5;B;VAG
444;MSH;Meistersingerhalle;Nürnberg;110622132;492617746;de:9564:444:12:11;T;VAG
444;MSH;Meistersingerhalle;Nürnberg;110620058;492618007;de:9564:444:12:12;T;VAG
445;PL-D-O;Platz d. Opfer d. F.;Nürnberg;110606206;492619384;de:9564:445:12:11;T;VAG
445;PL-D-O;Platz d. Opfer d. F.;Nürnberg;110607132;492619367;de:9564:445:12:12;T;VAG
445;PL-D-O;Platz d. Opfer d. F.;Nürnberg;110613816;492618812;de:9564:445:13:1;B;VAG
445;PL-D-O;Platz d. Opfer d. F.;Nürnberg;110610936;492620886;de:9564:445:13:2;B;VAG
445;PL-D-O;Platz d. Opfer d. F.;Nürnberg;110603578;492618858;de:9564:445:13:3;B;VAG
445;PL-D-O;Platz d. Opfer d. F.;Nürnberg;110606206;492619384;de:9564:445:13:4;B;VAG
446;HOLZGA;Holzgartenstraße;Nürnberg;110548637;492615205;de:9564:446:13:1;B;VAG
446;HOLZGA;Holzgartenstraße;Nürnberg;110548616;492615384;de:9564:446:13:2;B;VAG
446;HOLZGA;Holzgartenstr.;Nürnberg;110548798;492615411;de:9564:446:12:11;T;VAG
446;HOLZGA;Holzgartenstr.;Nürnberg;110550319;492615201;de:9564:446:12:12;T;VAG
451;OSTRIN;Ostring;Nürnberg;110710866;492716619;de:9564:451:3:1;B;VAG
451;OSTRIN;Ostring;Nürnberg;110709712;492715974;de:9564:451:3:2;B;VAG
452;GLEISS;Gleißhammerstraße;Nürnberg;110718948;492709121;de:9564:452:0:1;B;VAG
452;GLEISS;Gleißhammerstraße;Nürnberg;110716984;492709093;de:9564:452:0:2;B;VAG
453;PASSAU;Passauer Straße;Nürnberg;110721660;492654179;de:9564:453:0:1;B;VAG
453;PASSAU;Passauer Straße;Nürnberg;110720623;492656363;de:9564:453:0:2;B;VAG
454;MARIEB;Marienbader Straße;Nürnberg;110715779;492634198;de:9564:454:0:1;B;VAG
454;MARIEB;Marienbader Straße;Nürnberg;110714571;492635050;de:9564:454:0:2;B;VAG
454;MARIEB;Marienbader Straße;Nürnberg;110717940;492635268;de:9564:454:0:4;B;VAG
454;MARIEB;Marienbader Straße;Nürnberg;110715841;492632924;de:9564:454:0:3;B;VAG
455;KOMOTA;Komotauer Str.;Nürnberg;110704082;492636753;de:9564:455:0:1;B;VAG
455;KOMOTA;Komotauer Str.;Nürnberg;110704199;492637233;de:9564:455:0:2;B;VAG
457;BESTEL;Bestelmeyerstraße;Nürnberg;110628531;492642534;de:9564:457:0:1;B;VAG
457;BESTEL;Bestelmeyerstraße;Nürnberg;110626540;492643797;de:9564:457:0:2;B;VAG
457;BESTEL;Bestelmeyerstraße;Nürnberg;110626920;492643141;de:9564:457:0:3;B;VAG
458;BURGER;Burgerstraße;Nürnberg;110619121;492646242;de:9564:458:0:1;B;VAG
458;BURGER;Burgerstraße;Nürnberg;110619090;492646901;de:9564:458:0:2;B;VAG
459;CRAMER;Cramergasse;Nürnberg;110605158;492645789;de:9564:459:0:1;B;VAG
459;CRAMER;Cramergasse;Nürnberg;110604299;492646146;de:9564:459:0:2;B;VAG
460;UNBAUS;Untere Baustraße;Nürnberg;110536827;492646105;de:9564:460:0:1;B;VAG
460;UNBAUS;Untere Baustraße;Nürnberg;110535549;492646833;de:9564:460:0:2;B;VAG
462;KOEHNS;Köhnstraße;Nürnberg;110520107;492645816;de:9564:462:0:1;B;VAG
462;KOEHNS;Köhnstraße;Nürnberg;110520254;492646311;de:9564:462:0:2;B;VAG
463;DOKU-N;Doku-Zentrum Nord;Nürnberg;110643912;492606911;de:9564:463:0:1;B;VAG
464;DOKU-Z;Doku - Zentrum;Nürnberg;110641965;492602158;de:9564:464:1:11;T;VAG
464;DOKU-Z;Doku - Zentrum;Nürnberg;110640320;492601946;de:9564:464:1:12;T;VAG
464;DOKU-Z;Doku-Zentrum;Nürnberg;110640152;492602104;de:9564:464:2:1;B;VAG
464;DOKU-Z;Doku-Zentrum;Nürnberg;110635356;492601582;de:9564:464:2:2;B;VAG
465;VOLKFE;Volksfestplatz;Nürnberg;110628459;492558053;de:9564:465:0:1;B;VAG
465;VOLKFE;Volksfestplatz;Nürnberg;110627721;492559014;de:9564:465:0:2;B;VAG
466;BAYE;Bayernstraße;Nürnberg;110612796;492552683;de:9564:466:0:1;B;VAG
466;BAYE;Bayernstraße;Nürnberg;110609161;492553604;de:9564:466:0:2;B;VAG
466;BAYE;Bayernstraße;Nürnberg;110610510;492551118;de:9564:466:0:3;B;VAG
466;BAYE;Bayernstraße;Nürnberg;110611928;492554235;de:9564:466:0:4;B;VAG
466;BAYE;Bayernstraße;Nürnberg;110612796;492552683;de:9564:466:0:5;B;VAG
503;MP;Maffeiplatz;Nürnberg;110458701;492611388;de:9564:503:11:1;U;VAG
503;MP;Maffeiplatz;Nürnberg;110458701;492611388;de:9564:503:11:2;U;VAG
503;MAFFEI;Maffeiplatz;Nürnberg;110458701;492611388;de:9564:503:3:7;B;VAG
503;MAFFEI;Maffeiplatz;Nürnberg;110500077;492611292;de:9564:503:3:8;B;VAG
505;OP;Opernhaus;Nürnberg;110428777;492649126;de:9564:505:11:1;U;VAG
505;OP;Opernhaus;Nürnberg;110428777;492649126;de:9564:505:11:2;U;VAG
505;OPERNH;Opernhaus;Nürnberg;110429827;492648717;de:9564:505:3:6;B;VAG
505;OPERNH;Opernhaus;Nürnberg;110435612;492647677;de:9564:505:3:7;B;VAG
510;HBF;Hauptbahnhof;Nürnberg;110454804;492650103;de:9564:510:3:D;B;VAG
510;HBF;Hauptbahnhof;Nürnberg;110455891;492650132;de:9564:510:3:E;B;VAG
510;HBF;Hauptbahnhof;Nürnberg;110457691;492650993;de:9564:510:3:B2;B;VAG
510;HBF;Hauptbahnhof;Nürnberg;110457420;492651406;de:9564:510:3:C2;B;VAG
510;HBF;Hauptbahnhof;Nürnberg;110458436;492650985;de:9564:510:12:A;T;VAG
510;HBF;Hauptbahnhof;Nürnberg;110457478;492651062;de:9564:510:12:B;T;VAG
510;HBF;Hauptbahnhof;Nürnberg;110457780;492649744;de:9564:510:12:C;T;VAG
510;HB;Hauptbahnhof;Nürnberg;110454179;492649620;de:9564:510:11:U1;U;VAG
510;HB;Hauptbahnhof;Nürnberg;110454179;492649620;de:9564:510:11:U1_2;U;VAG
510;HB;Hauptbahnhof;Nürnberg;110454179;492649620;de:9564:510:11:U2;U;VAG
510;HB;Hauptbahnhof;Nürnberg;110454179;492649620;de:9564:510:11:U2_2;U;VAG
511;LO;Lorenzkirche;Nürnberg;110438449;492703106;de:9564:511:11:1;U;VAG
511;LO;Lorenzkirche;Nürnberg;110438449;492703106;de:9564:511:11:2;U;VAG
515;GLEISB;Gleißbühlstraße;Nürnberg;110507620;492700497;de:9564:515:0:1;B;VAG
528;KOPERN;Kopernikusplatz;Nürnberg;110455381;492621633;de:9564:528:0:1;B;VAG
528;KOPERN;Kopernikusplatz;Nürnberg;110456514;492620589;de:9564:528:0:2;B;VAG
530;CELTIS;Celtisplatz;Nürnberg;110451034;492638057;de:9564:530:13:1;B;VAG
530;CELTIS;Celtisplatz;Nürnberg;110451460;492637192;de:9564:530:13:2;B;VAG
530;CELTIS;Celtisplatz;Nürnberg;110451596;492636042;de:9564:530:12:11;T;VAG
530;CELTIS;Celtisplatz;Nürnberg;110451373;492635728;de:9564:530:12:12;T;VAG
531;LAND;Landgrabenstr.;Nürnberg;110402028;492623686;de:9564:531:12:11;T;VAG
531;LAND;Landgrabenstr.;Nürnberg;110402398;492623683;de:9564:531:12:12;T;VAG
531;LAND;Landgrabenstr.;Nürnberg;110403856;492622225;de:9564:531:12:13;T;VAG
531;LAND;Landgrabenstr.;Nürnberg;110405901;492621480;de:9564:531:12:14;T;VAG
531;LAND;Landgrabenstraße;Nürnberg;110402049;492623870;de:9564:531:13:1;B;VAG
531;LAND;Landgrabenstraße;Nürnberg;110402452;492624010;de:9564:531:13:2;B;VAG
531;LAND;Landgrabenstraße;Nürnberg;110403856;492622225;de:9564:531:13:3;B;VAG
531;LAND;Landgrabenstraße;Nürnberg;110405901;492621480;de:9564:531:13:4;B;VAG
531;LAND;Landgrabenstraße;Nürnberg;110409271;492623557;de:9564:531:13:5;B;VAG
532;HEYNES;Heynestr.;Nürnberg;110415398;492620742;de:9564:532:12:11;T;VAG
532;HEYNES;Heynestr.;Nürnberg;110419761;492620594;de:9564:532:12:12;T;VAG
532;HEYNES;Heynestr.;Nürnberg;110415398;492620742;de:9564:532:13:1;B;VAG
532;HEYNES;Heynestr.;Nürnberg;110420154;492620630;de:9564:532:13:2;B;VAG
533;CHR;Christuskirche;Nürnberg;110429546;492622074;de:9564:533:12:11;T;VAG
533;CHR;Christuskirche;Nürnberg;110430896;492622002;de:9564:533:12:12;T;VAG
533;CHR;Christuskirche;Nürnberg;110431648;492623283;de:9564:533:12:13;T;VAG
533;CHR;Christuskirche;Nürnberg;110429309;492622196;de:9564:533:13:1;B;VAG
533;CHR;Christuskirche;Nürnberg;110429395;492621962;de:9564:533:13:2;B;VAG
533;CHR;Christuskirche;Nürnberg;110428696;492622315;de:9564:533:13:3;B;VAG
533;CHR;Christuskirche;Nürnberg;110429416;492621710;de:9564:533:13:4;B;VAG
534;AUFS;Aufseßplatz;Nürnberg;110450829;492625015;de:9564:534:3:6;B;VAG
534;AUFS;Aufseßplatz;Nürnberg;110452176;492625094;de:9564:534:3:7;B;VAG
534;AUFS;Aufseßplatz;Nürnberg;110455876;492624043;de:9564:534:3:8;B;VAG
534;AUFS;Aufseßplatz;Nürnberg;110454109;492626797;de:9564:534:3:9;B;VAG
534;AP;Aufseßplatz;Nürnberg;110448705;492626646;de:9564:534:11:1;U;VAG
534;AP;Aufseßplatz;Nürnberg;110451676;492625203;de:9564:534:11:2;U;VAG
534;AUFS;Aufseßplatz;Nürnberg;110450829;492625015;de:9564:534:12:11;T;VAG
534;AUFS;Aufseßplatz;Nürnberg;110452176;492625094;de:9564:534:12:12;T;VAG
535;HUMMEL;Hummelsteiner Weg;Nürnberg;110507717;492627495;de:9564:535:12:11;T;VAG
535;HUMMEL;Hummelsteiner Weg;Nürnberg;110508394;492627117;de:9564:535:12:12;T;VAG
535;HUL-0;Hummelsteiner Weg;Nürnberg;110507717;492627495;de:9564:535:13:1;B;VAG
535;HUL-0;Hummelsteiner Weg;Nürnberg;110508394;492627117;de:9564:535:13:2;B;VAG
536;SCHW;Schweiggerstr.;Nürnberg;110526062;492630012;de:9564:536:12:11;T;VAG
536;SCHW;Schweiggerstr.;Nürnberg;110524608;492628914;de:9564:536:12:12;T;VAG
536;SCHW;Schweiggerstr.;Nürnberg;110524608;492628687;de:9564:536:12:13;T;VAG
536;SCHW;Schweiggerstr.;Nürnberg;110522426;492630717;de:9564:536:12:14;T;VAG
536;SCHW;Schweiggerstraße;Nürnberg;110522426;492630717;de:9564:536:13:1;B;VAG
536;SCHW;Schweiggerstraße;Nürnberg;110524608;492628687;de:9564:536:13:2;B;VAG
536;SCHW;Schweiggerstraße;Nürnberg;110526062;492630012;de:9564:536:13:3;B;VAG
536;SCHW;Schweiggerstraße;Nürnberg;110522088;492628914;de:9564:536:13:4;B;VAG
536;SCHW;Schweiggerstraße;Nürnberg;110522257;492631495;de:9564:536:13:5;B;VAG
537;BREH;Brehmstraße;Nürnberg;110401887;492606526;de:9564:537:13:1;B;VAG
537;BREH;Brehmstraße;Nürnberg;110402842;492606897;de:9564:537:13:2;B;VAG
537;BREH;Brehmstraße;Nürnberg;110405030;492607224;de:9564:537:13:3;B;VAG
537;BREH;Brehmstraße;Nürnberg;110405551;492605016;de:9564:537:13:4;B;VAG
537;BREH;Brehmstr.;Nürnberg;110405138;492604689;de:9564:537:12:11;T;VAG
537;BREH;Brehmstr.;Nürnberg;110405278;492607195;de:9564:537:12:12;T;VAG
538;ALEMAN;Alemannenstraße;Nürnberg;110401836;492553723;de:9564:538:12:11;T;VAG
538;ALEMAN;Alemannenstraße;Nürnberg;110401228;492553549;de:9564:538:12:12;T;VAG
538;ALEMAN;Alemannenstraße;Nürnberg;110406751;492553248;de:9564:538:13:1;B;VAG
538;ALEMAN;Alemannenstraße;Nürnberg;110400897;492551366;de:9564:538:13:2;B;VAG
538;ALEMAN;Alemannenstraße;Nürnberg;110401023;492553547;de:9564:538:13:3;B;VAG
539;DIAN;Dianaplatz;Nürnberg;110353411;492541532;de:9564:539:2:1;B;VAG
539;DIAN;Dianaplatz;Nürnberg;110358403;492540557;de:9564:539:2:2;B;VAG
539;DIAN;Dianaplatz;Nürnberg;110355576;492538766;de:9564:539:2:3;B;VAG
539;DIAN;Dianaplatz;Nürnberg;110356539;492541903;de:9564:539:2:4;B;VAG
539;DIAN;Dianaplatz;Nürnberg;110356059;492541930;de:9564:539:1:11;T;VAG
539;DIAN;Dianaplatz;Nürnberg;110355645;492541815;de:9564:539:1:12;T;VAG
541;LOTH;Lothringer Straße;Nürnberg;110450905;492549134;de:9564:541:13:1;B;VAG
541;LOTH;Lothringer Straße;Nürnberg;110450077;492549558;de:9564:541:13:2;B;VAG
541;LOTH;Lothringer Straße;Nürnberg;110451675;492551016;de:9564:541:13:3;B;VAG
541;LOTH;Lothringer Straße;Nürnberg;110450574;492553050;de:9564:541:13:4;B;VAG
541;LOTH;Lothringer Str.;Nürnberg;110450574;492553050;de:9564:541:12:11;T;VAG
541;LOTH;Lothringer Str.;Nürnberg;110451675;492551016;de:9564:541:12:12;T;VAG
542;SIEMEN;Siemensstr.;Nürnberg;110442618;492558098;de:9564:542:12:11;T;VAG
542;SIEMEN;Siemensstr.;Nürnberg;110443582;492557331;de:9564:542:12:12;T;VAG
542;SIEMEN;Siemensstraße;Nürnberg;110441957;492558410;de:9564:542:13:1;B;VAG
542;SIEMEN;Siemensstraße;Nürnberg;110441957;492558410;de:9564:542:13:2;B;VAG
543;SCHU;Schuckertstr.;Nürnberg;110434982;492603620;de:9564:543:12:11;T;VAG
543;SCHU;Schuckertstr.;Nürnberg;110435565;492602846;de:9564:543:12:12;T;VAG
543;SCHU;Schuckertstraße;Nürnberg;110434857;492603620;de:9564:543:13:1;B;VAG
543;SCHU;Schuckertstraße;Nürnberg;110435400;492602626;de:9564:543:13:2;B;VAG
544;HUMBOL;Humboldtstr.;Nürnberg;110430111;492612717;de:9564:544:12:11;T;VAG
544;HUMBOL;Humboldtstr.;Nürnberg;110430086;492612260;de:9564:544:12:12;T;VAG
544;HUMBOL;Humboldtstraße;Nürnberg;110428214;492616153;de:9564:544:13:1;B;VAG
544;HUMBOL;Humboldtstraße;Nürnberg;110428214;492616153;de:9564:544:13:2;B;VAG
544;HUMBOL;Humboldtstraße;Nürnberg;110428191;492615234;de:9564:544:13:3;B;VAG
544;HUMBOL;Humboldtstraße;Nürnberg;110429085;492615129;de:9564:544:13:4;B;VAG
545;WODA;Wodanstr.;Nürnberg;110528460;492612346;de:9564:545:12:11;T;VAG
545;WODA;Wodanstr.;Nürnberg;110528582;492612008;de:9564:545:12:12;T;VAG
545;WODA;Wodanstraße;Nürnberg;110528460;492612008;de:9564:545:13:1;B;VAG
545;WODA;Wodanstraße;Nürnberg;110528975;492612033;de:9564:545:13:2;B;VAG
545;WODA;Wodanstraße;Nürnberg;110527513;492609938;de:9564:545:13:3;B;VAG
545;WODA;Wodanstraße;Nürnberg;110528759;492612512;de:9564:545:13:4;B;VAG
546;WIDHAL;Widhalmstr.;Nürnberg;110509099;492642525;de:9564:546:12:11;T;VAG
546;WIDHAL;Widhalmstr.;Nürnberg;110508743;492640171;de:9564:546:12:12;T;VAG
546;WIDHAL;Widhalmstraße;Nürnberg;110510456;492643594;de:9564:546:13:1;B;VAG
546;WIDHAL;Widhalmstraße;Nürnberg;110510219;492643843;de:9564:546:13:2;B;VAG
546;WIDHAL;Widhalmstraße;Nürnberg;110508743;492640171;de:9564:546:13:3;B;VAG
546;WIDHAL;Widhalmstraße;Nürnberg;110509099;492642525;de:9564:546:13:4;B;VAG
547;TRISTA;Tristanstr.;Nürnberg;110540678;492602176;de:9564:547:12:11;T;VAG
547;TRISTA;Tristanstr.;Nürnberg;110540819;492601888;de:9564:547:12:12;T;VAG
547;TRISTA;Tristanstraße;Nürnberg;110539591;492603483;de:9564:547:13:1;B;VAG
547;TRISTA;Tristanstraße;Nürnberg;110538565;492603562;de:9564:547:13:2;B;VAG
555;PLATEN;Platenstraße;Nürnberg;110406276;492524492;de:9564:555:0:1;B;VAG
555;PLATEN;Platenstraße;Nürnberg;110408580;492524088;de:9564:555:0:2;B;VAG
557;LOEFFE;Löffelholzstraße;Nürnberg;110418195;492531411;de:9564:557:0:1;B;VAG
557;LOEFFE;Löffelholzstraße;Nürnberg;110418984;492532664;de:9564:557:0:2;B;VAG
558;VOGELW;Vogelweiherstraße;Nürnberg;110416417;492547094;de:9564:558:0:1;B;VAG
558;VOGELW;Vogelweiherstraße;Nürnberg;110415614;492545954;de:9564:558:0:2;B;VAG
558;VOGELW;Vogelweiherstraße;Nürnberg;110418156;492544472;de:9564:558:0:3;B;VAG
558;VOGELW;Vogelweiherstraße;Nürnberg;110418666;492545968;de:9564:558:0:4;B;VAG
558;VOGELW;Vogelweiherstraße;Nürnberg;110415384;492545872;de:9564:558:0:5;B;VAG
558;VOGELW;Vogelweiherstraße;Nürnberg;110416163;492547012;de:9564:558:0:6;B;VAG
559;MARKGR;Markgrafenstraße;Nürnberg;110435238;492549868;de:9564:559:0:1;B;VAG
559;MARKGR;Markgrafenstraße;Nürnberg;110436292;492551036;de:9564:559:0:2;B;VAG
561;FRAN;Frankenstraße;;110508131;492545919;de:9564:561:3:4;B;VAG
561;FRAN;Frankenstraße;;110511378;492542906;de:9564:561:3:5;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110513020;492544839;de:9564:561:3:B;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110512498;492545706;de:9564:561:3:A;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110512051;492546401;de:9564:561:3:F1;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110513790;492546794;de:9564:561:3:F2;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110515183;492546578;de:9564:561:3:F3;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110511155;492547380;de:9564:561:3:E;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110510122;492546783;de:9564:561:3:G;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110512613;492546754;de:9564:561:3:F;B;VAG
561;FRAN;Frankenstraße;Nürnberg;110510273;492543395;de:9564:561:12:C;T;VAG
561;FRAN;Frankenstraße;Nürnberg;110510867;492542394;de:9564:561:12:D;T;VAG
561;FR;Frankenstr.;Nürnberg;110513285;492544801;de:9564:561:11:1;U;VAG
561;FR;Frankenstr.;Nürnberg;110513285;492544801;de:9564:561:11:2;U;VAG
562;TIROLE;Tiroler Straße;Nürnberg;110536603;492548990;de:9564:562:0:1;B;VAG
562;TIROLE;Tiroler Straße;Nürnberg;110535117;492549786;de:9564:562:0:2;B;VAG
563;HIROSH;Hiroshimaplatz;Nürnberg;110551522;492551816;de:9564:563:0:1;B;VAG
563;HIROSH;Hiroshimaplatz;Nürnberg;110544702;492552629;de:9564:563:0:2;B;VAG
563;HIROSH;Hiroshimaplatz;Nürnberg;110547175;492553370;de:9564:563:0:3;B;VAG
601;SC;Schweinau;Nürnberg;110254600;492604082;de:9564:601:13:6;B;VAG
601;SC;Schweinau;Nürnberg;110257703;492605785;de:9564:601:13:7;B;VAG
601;SC;Schweinau;Nürnberg;110252548;492601932;de:9564:601:13:8;B;VAG
601;SC;Schweinau;Nürnberg;110254600;492604082;de:9564:601:11:1;U;VAG
601;SC;Schweinau;Nürnberg;110254600;492604082;de:9564:601:11:2;U;VAG
602;SL;St. Leonhard;Nürnberg;110259866;492619622;de:9564:602:11:1;U;VAG
602;SL;St. Leonhard;Nürnberg;110259866;492619622;de:9564:602:11:2;U;VAG
606;LEOPOL;Leopoldstraße;Nürnberg;110304583;492618048;de:9564:606:0:1;B;VAG
606;LEOPOL;Leopoldstraße;Nürnberg;110305364;492618204;de:9564:606:0:2;B;VAG
620;STBU;Steinbühl;Nürnberg;110405923;492634548;de:9564:620:3:3;B;VAG
620;STBU;Steinbühl;Nürnberg;110406416;492634915;de:9564:620:3:4;B;VAG
620;STBU;Steinbühl;Nürnberg;110406592;492634868;de:9564:620:12:1;T;VAG
620;STBU;Steinbühl;Nürnberg;110405880;492634497;de:9564:620:12:2;T;VAG
630;KOH;Kohlenhof;Nürnberg;110408047;492643193;de:9564:630:12:11;T;VAG
630;KOH;Kohlenhof;Nürnberg;110407341;492642219;de:9564:630:12:12;T;VAG
630;KOH;Kohlenhof;Nürnberg;110407024;492642025;de:9564:630:3:1;B;VAG
630;KOH;Kohlenhof;Nürnberg;110408292;492642792;de:9564:630:3:2;B;VAG
648;DR-LUP;Dr.-Luppe-Platz;Nürnberg;110350348;492610124;de:9564:648:0:1;B;VAG
648;DR-LUP;Dr.-Luppe-Platz;Nürnberg;110351014;492610413;de:9564:648:0:2;B;VAG
651;SANDRE;Sandreuthstraße;Nürnberg;110335551;492606403;de:9564:651:0:1;B;VAG
651;SANDRE;Sandreuthstraße;Nürnberg;110333910;492606197;de:9564:651:0:2;B;VAG
652;WALDAU;Waldaustraße;Nürnberg;110315577;492602997;de:9564:652:0:1;B;VAG
652;WALDAU;Waldaustraße;Nürnberg;110314571;492603327;de:9564:652:0:2;B;VAG
654;GUA;Gustav-Adolf-Straße;Nürnberg;110211252;492618942;de:9564:654:13:6;B;VAG
654;GUA;Gustav-Adolf-Straße;Nürnberg;110212530;492618988;de:9564:654:13:7;B;VAG
654;GUA;Gustav-Adolf-Straße;Nürnberg;110212616;492619921;de:9564:654:13:8;B;VAG
654;GUA;Gustav-Adolf-Straße;Nürnberg;110213520;492620284;de:9564:654:13:9;B;VAG
654;GUA;Gustav-Adolf-Straße;Nürnberg;110214341;492620540;de:9564:654:13:10;B;VAG
654;GUA;Gustav-Adolf-Straße;Nürnberg;110215244;492621411;de:9564:654:13:11;B;VAG
654;GA;Gustav-Adolf-Str;Nürnberg;110210280;492619875;de:9564:654:11:1;U;VAG
654;GA;Gustav-Adolf-Str;Nürnberg;110210280;492619875;de:9564:654:11:2;U;VAG
655;GEISSE;Geisseestr.;Nürnberg;110217998;492604796;de:9564:655:0:1;B;VAG
655;GEISSE;Geisseestr.;Nürnberg;110216440;492604439;de:9564:655:0:2;B;VAG
655;GEISSE;Geisseestr.;Nürnberg;110220381;492602983;de:9564:655:0:3;B;VAG
655;GEISSE;Geisseestr.;Nürnberg;110219883;492604095;de:9564:655:0:4;B;VAG
656;DIES-N;Dieselstraße;Nürnberg;110225260;492550706;de:9564:656:0:1;B;VAG
656;DIES-N;Dieselstraße;Nürnberg;110228919;492547822;de:9564:656:0:2;B;VAG
657;HO-N;Hohe Marter Nord;Nürnberg;110239978;492548124;de:9564:657:0:6;B;VAG
657;HO-N;Hohe Marter Nord;Nürnberg;110239541;492546710;de:9564:657:0:7;B;VAG
657;HO-N;Hohe Marter Nord;Nürnberg;110242738;492547232;de:9564:657:0:8;B;VAG
657;HO-N;Hohe Marter Nord;Nürnberg;110240344;492546776;de:9564:657:0:9;B;VAG
658;JAEC;Jaeckelstraße;Nürnberg;110309775;492546957;de:9564:658:0:1;B;VAG
658;JAEC;Jaeckelstraße;Nürnberg;110307752;492548303;de:9564:658:0:2;B;VAG
659;INDUST;Industriestraße;Nürnberg;110325485;492544485;de:9564:659:0:1;B;VAG
659;INDUST;Industriestraße;Nürnberg;110323401;492546133;de:9564:659:0:2;B;VAG
660;MAYB;Maybachstraße;Nürnberg;110340643;492540571;de:9564:660:0:1;B;VAG
660;MAYB;Maybachstraße;Nürnberg;110346668;492541354;de:9564:660:0:2;B;VAG
660;MAYB;Maybachstraße;Nürnberg;110338878;492543908;de:9564:660:0:3;B;VAG
661;ZWBRUE;Zweibrückener Straße;Nürnberg;110303362;492534129;de:9564:661:0:1;B;VAG
662;KREUTZ;Kreutzerstraße;Nürnberg;110249230;492608174;de:9564:662:0:1;B;VAG
662;KREUTZ;Kreutzerstraße;Nürnberg;110248657;492608696;de:9564:662:0:2;B;VAG
664;GEIS-M;Geisseestraße Mitte;Nürnberg;110232682;492605538;de:9564:664:0:1;B;VAG
664;GEIS-M;Geisseestraße Mitte;Nürnberg;110232119;492606266;de:9564:664:0:2;B;VAG
697;BSS;Bärenschanzstraße;Nürnberg;110336820;492705414;de:9564:697:0:1;B;VAG
701;MA;Maximilianstr.;Nürnberg;110230059;492721480;de:9564:701:11:1;U;VAG
701;MA;Maximilianstr.;Nürnberg;110230059;492721480;de:9564:701:11:2;U;VAG
701;MAXI;Maximilianstraße;Nürnberg;110230059;492721480;de:9564:701:3:6;B;VAG
701;MAXI;Maximilianstraße;Nürnberg;110226938;492719434;de:9564:701:3:7;B;VAG
701;MAXI;Maximilianstraße;Nürnberg;110230598;492720876;de:9564:701:3:8;B;VAG
701;MAXI;Maximilianstraße;Nürnberg;110228538;492719737;de:9564:701:3:9;B;VAG
702;BS;Bärenschanze;Nürnberg;110307828;492707377;de:9564:702:11:1;U;VAG
702;BS;Bärenschanze;Nürnberg;110307828;492707377;de:9564:702:11:2;U;VAG
702;BAER-S;Bärenschanze;Nürnberg;110307828;492707377;de:9564:702:3:3;B;VAG
702;BAER-S;Bärenschanze;Nürnberg;110307780;492707253;de:9564:702:3:4;B;VAG
703;GO;Gostenhof;Nürnberg;110309775;492546957;de:9564:703:11:1;U;VAG
703;GO;Gostenhof;Nürnberg;110309775;492546957;de:9564:703:11:2;U;VAG
704;PLAE;Plärrer;Nürnberg;110351591;492653808;de:9564:704:3:5 SEV;B;VAG
704;PLAE;Plärrer;Nürnberg;110352585;492654229;de:9564:704:3:6 F;B;VAG
704;PLAE;Plärrer;Nürnberg;110354558;492653479;de:9564:704:3:7;B;VAG
704;PLAE;Plärrer;Nürnberg;110354601;492651702;de:9564:704:3:8;B;VAG
704;PLAE;Plärrer;Nürnberg;110355486;492652674;de:9564:704:3:9 D;B;VAG
